bert_aligned,bert_avg_pool,bert_max_avg,bert_full,tfidf_cos_sim,tfidf_cos_sim_bigram,tfidf_cos_sim_lemma,tfidf_cos_sim_bigram_lemma,sw_align,docu_toads,docu_toads_lemma,bow_ol,bow_ol_bigrams,bow_ol_lemma,bow_ol_bigrams_lemma,pos_bow_ol,pos_bow_bigrams,pos_bow_ol_lemma,pos_bow_bigrams_lemma,jaro_winkler
0.4041261756420136,0.6972678303718567,0.2324865311384201,0.5405336618423462,0.33347019853386306,0.13177402476163025,0.33347019853386306,0.13177402476163025,0.9294117647058824,0.3933333333333333,0.3933333333333333,0.3275862068965517,0.17647058823529416,0.3448275862068966,0.1573033707865169,0.2698412698412699,0.2698412698412699,0.265625,0.265625,0.8198433481412205
0.6189265600195876,0.871924877166748,0.021194634959101677,0.8441355228424072,0.7939401848897996,0.6776319928537851,0.7939401848897996,0.6776319928537851,0.4810126582278481,-0.07499999999999996,-0.0625,0.5538461538461539,0.36226415094339626,0.5454545454545454,0.34892086330935257,0.5094339622641509,0.5094339622641509,0.49375,0.49375,0.7885192948907628
0.6984382551320841,0.9322476983070374,0.03565985709428787,0.7888908982276917,0.8784426999366809,0.7660812082423755,0.8784426999366809,0.7660812082423755,0.7340619307832422,0.24489795918367352,0.23979591836734693,0.752808988764045,0.580110497237569,0.7362637362637363,0.5608465608465609,0.7017543859649122,0.7017543859649122,0.7017543859649122,0.7017543859649122,0.8073600597560772
0.8756994746582104,0.9949890971183777,0.01753905788064003,0.8906755447387695,0.9856745774759642,0.9615686386831854,0.9856745774759642,0.9615686386831854,0.9691714836223507,0.9365781710914454,0.9336283185840708,0.9324324324324325,0.8959731543624161,0.9333333333333333,0.8980263157894737,0.9153439153439153,0.9153439153439153,0.9148936170212766,0.9148936170212766,0.8408521779922354
0.999999980131785,0.9999999403953552,0.0555555559694767,1.0000001192092896,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.2764849161344861,0.6454785466194153,0.06396143138408661,0.5539095401763916,0.36291270325329383,0.06464448570009351,0.36291270325329383,0.06464448570009351,0.5263157894736842,0.2670454545454546,0.2670454545454546,0.234375,0.054545454545454564,0.24615384615384617,0.053097345132743334,0.20253164556962022,0.20253164556962022,0.1875,0.1875,0.6930946974164572
0.4364021394707512,0.846348762512207,0.04264990612864494,0.5805287957191467,0.38210807870537655,0.3301384041237734,0.38210807870537655,0.3301384041237734,0.6455981941309256,0.40384615384615385,0.40384615384615385,0.35526315789473684,0.24444444444444446,0.34615384615384615,0.23076923076923073,0.27368421052631575,0.27368421052631575,0.26530612244897955,0.26530612244897955,0.7164261535830553
0.9505007796482632,0.9948222637176514,0.01531352661550045,0.9849745631217957,0.985159428431791,0.9581787500647682,0.985159428431791,0.9581787500647682,0.9653465346534653,0.9275,0.92875,0.9559748427672956,0.8997050147492626,0.9506172839506173,0.9032258064516129,0.94,0.94,0.9356435643564356,0.9356435643564356,0.9180904556649309
0.9708944535537379,0.9983953833580017,0.01616806536912918,0.7109529376029968,0.9851858819132598,0.9723957037689085,0.9851858819132598,0.9723957037689085,0.9880698764380059,0.9152119700748129,0.9152119700748129,0.9107142857142857,0.9156976744186046,0.9161676646706587,0.9221902017291066,0.9043062200956937,0.9043062200956937,0.9033816425120773,0.9033816425120773,0.9049163234321297
0.9999999880790711,1.0000001192092896,0.20000000298023224,0.9999999403953552,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.2070292052680516,0.46571874618530273,0.2219727635383606,0.689211368560791,0.5400287733199957,0.2565334517165354,0.5400287733199957,0.2565334517165354,0.5,0.4769230769230769,0.4769230769230769,0.4067796610169492,0.2717391304347826,0.4067796610169492,0.26315789473684215,0.36363636363636365,0.36363636363636365,0.3484848484848485,0.3484848484848485,0.8014182363436522
0.638497414396205,0.8446259498596191,0.04954715073108673,0.7080577611923218,0.5224211197202104,0.5238925748076098,0.5224211197202104,0.5238925748076098,0.670863309352518,0.5772727272727273,0.5772727272727273,0.5147058823529411,0.3508771929824561,0.4852941176470589,0.3362068965517241,0.4625,0.4625,0.44999999999999996,0.44999999999999996,0.7645815633516179
0.5220247160003428,0.9679967761039734,0.01912086084485054,0.8936033248901367,0.874307616060743,0.6545573132702027,0.874307616060743,0.6545573132702027,0.8511066398390342,0.44625000000000004,0.43999999999999995,0.5869565217391304,0.4494773519163763,0.5664335664335665,0.42000000000000004,0.5138121546961326,0.5138121546961326,0.49189189189189186,0.49189189189189186,0.7225227562355679
0.8860878610074726,0.9791220426559448,0.09587522596120834,0.9736818075180054,0.9949683537210545,0.9787850323186218,0.9949683537210545,0.9787850323186218,0.9533029612756264,0.9375,0.9375,0.935064935064935,0.896,0.935064935064935,0.8984375,0.9318181818181819,0.9318181818181819,0.9310344827586207,0.9310344827586207,0.9099327121997552
0.9999999943233672,0.9999998807907104,0.0476190485060215,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.023322939868989978,0.6780565977096558,0.01608261838555336,0.5290782451629639,0.3101564532465586,0.027767117166407673,0.3101564532465586,0.027767117166407673,0.6230769230769231,0.44499999999999995,0.44499999999999995,0.18637992831541217,0.04370629370629375,0.18439716312056742,0.042735042735042694,0.16109422492401215,0.16109422492401215,0.15361445783132532,0.15361445783132532,0.7651349469165262
