bert_aligned,bert_avg_pool,bert_max_avg,bert_full,tfidf_cos_sim,tfidf_cos_sim_bigram,tfidf_cos_sim_lemma,tfidf_cos_sim_bigram_lemma,sw_align,docu_toads,docu_toads_lemma,bow_ol,bow_ol_bigrams,bow_ol_lemma,bow_ol_bigrams_lemma,pos_bow_ol,pos_bow_bigrams,pos_bow_ol_lemma,pos_bow_bigrams_lemma,jaro_winkler
0.5405336618423462,0.5405336618423462,0.5405336618423462,0.5405336618423462,0.3334606510418545,0.13177402476163025,0.3334606510418545,0.13177402476163025,0.9294117647058824,0.3933333333333333,0.3933333333333333,0.3275862068965517,0.17647058823529416,0.3508771929824561,0.17647058823529416,0.3220338983050848,0.3220338983050848,0.3220338983050848,0.3220338983050848,0.8198433481412205
0.5007620884711483,0.7474249601364136,0.844135582447052,0.8441355228424072,0.7939401848897996,0.6776319928537851,0.7939401848897996,0.6776319928537851,0.4810126582278481,-0.07499999999999996,-0.07000000000000006,0.5538461538461539,0.36226415094339626,0.5590551181102362,0.3650190114068441,0.5347222222222222,0.5347222222222222,0.5347222222222222,0.5347222222222222,0.7885192948907628
0.7724975152093856,0.5769016742706299,0.7888909578323364,0.7888908982276917,0.8784403257931462,0.7660799230308961,0.8784403257931462,0.7660799230308961,0.7340619307832422,0.24489795918367352,0.24489795918367352,0.752808988764045,0.580110497237569,0.7976190476190477,0.580110497237569,0.7263157894736842,0.7263157894736842,0.7263157894736842,0.7263157894736842,0.8073600597560772
0.7100053760772657,0.7757681608200073,0.8906756043434143,0.8906755447387695,0.985674563884172,0.9615686386831854,0.985674563884172,0.9615686386831854,0.9691714836223507,0.9365781710914454,0.9365781710914454,0.9324324324324325,0.8959731543624161,0.9295774647887324,0.8959731543624161,0.9363057324840764,0.9363057324840764,0.9363057324840764,0.9363057324840764,0.8408521779922354
0.9999999403953552,0.9999999403953552,0.9999999403953552,0.9999999403953552,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.5539095401763916,0.5539095401763916,0.5539095401763916,0.5539095401763916,0.36291270325329383,0.06464448570009351,0.36291270325329383,0.06464448570009351,0.5263157894736842,0.2670454545454546,0.2670454545454546,0.234375,0.054545454545454564,0.3508771929824561,0.06481481481481477,0.23076923076923073,0.23076923076923073,0.23076923076923073,0.23076923076923073,0.6930946974164572
0.5805288553237915,0.5805288553237915,0.5805288553237915,0.5805288553237915,0.382093352459283,0.3299835818193292,0.382093352459283,0.3299835818193292,0.6455981941309256,0.40384615384615385,0.40384615384615385,0.35526315789473684,0.24444444444444446,0.36986301369863017,0.2556390977443609,0.35064935064935066,0.35064935064935066,0.35064935064935066,0.35064935064935066,0.7164261535830553
0.96531062414378,0.9469283819198608,0.19574002921581268,0.9849745631217957,0.985159428431791,0.9581787500647682,0.985159428431791,0.9581787500647682,0.9653465346534653,0.9275,0.92875,0.9559748427672956,0.8997050147492626,0.9803921568627451,0.9077380952380952,0.9367816091954023,0.9367816091954023,0.9367816091954023,0.9367816091954023,0.9180904556649309
0.83541339635849,0.8603553175926208,0.417706698179245,0.7109527587890625,0.9851858731666336,0.9723957037689085,0.9851858731666336,0.9723957037689085,0.9880698764380059,0.9152119700748129,0.9152119700748129,0.9107142857142857,0.9156976744186046,0.9056603773584906,0.9152046783625731,0.9111111111111111,0.9111111111111111,0.9111111111111111,0.9111111111111111,0.9049163234321297
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.689211368560791,0.689211368560791,0.689211368560791,0.689211368560791,0.540032406100466,0.2565334517165354,0.540032406100466,0.2565334517165354,0.5,0.4769230769230769,0.4769230769230769,0.4067796610169492,0.2717391304347826,0.4067796610169492,0.2717391304347826,0.4,0.4,0.4,0.4,0.8014182363436522
0.7260459661483765,0.7563076615333557,0.36302298307418823,0.708057701587677,0.5224211197202105,0.5238925748076098,0.5224211197202105,0.5238925748076098,0.670863309352518,0.5772727272727273,0.5772727272727273,0.5147058823529411,0.3508771929824561,0.5151515151515151,0.35398230088495575,0.47887323943661975,0.47887323943661975,0.47887323943661975,0.47887323943661975,0.7645815633516179
0.6206533291661147,0.7427158355712891,0.40943822264671326,0.8936034440994263,0.8743048891336492,0.6545232460630235,0.8743048891336492,0.6545232460630235,0.8511066398390342,0.44625000000000004,0.44499999999999995,0.5869565217391304,0.4494773519163763,0.5864661654135339,0.454225352112676,0.543046357615894,0.543046357615894,0.543046357615894,0.543046357615894,0.7225227562355679
0.9766578078269958,0.9850306510925293,0.4883289039134979,0.9736818075180054,0.9949683115603365,0.9787850323186218,0.9949683115603365,0.9787850323186218,0.9533029612756264,0.9375,0.9375,0.935064935064935,0.896,0.9333333333333333,0.8951612903225806,0.9382716049382716,0.9382716049382716,0.9382716049382716,0.9382716049382716,0.9099327121997552
0.9999999403953552,0.9999999403953552,0.9999999403953552,0.9999999403953552,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.23645752465392778,0.38351011276245117,0.5007764101028442,0.5290781259536743,0.31023946631513666,0.027767489206048213,0.31023946631513666,0.027767489206048213,0.6230769230769231,0.44499999999999995,0.44499999999999995,0.18637992831541217,0.04370629370629375,0.18939393939393945,0.04401408450704225,0.14790996784565913,0.14790996784565913,0.14790996784565913,0.14790996784565913,0.7651349469165262
0.7153606414794922,0.7153606414794922,0.7153606414794922,0.7153606414794922,0.5259582340426567,0.4439528662001271,0.5259582340426567,0.4439528662001271,0.551094890510949,0.5540540540540541,0.5540540540540541,0.4864864864864865,0.36734693877551017,0.5277777777777778,0.36734693877551017,0.475,0.475,0.475,0.475,0.8801057663354411
0.6236487005684728,0.72530198097229,0.18503889441490173,0.8463349938392639,0.8740242560181187,0.6886632431674613,0.8740242560181187,0.6886632431674613,0.5390702274975272,0.2773333333333333,0.2773333333333333,0.6428571428571428,0.390625,0.6236559139784946,0.38188976377952755,0.584070796460177,0.584070796460177,0.584070796460177,0.584070796460177,0.7316292338943388
0.9734243154525757,0.9734243154525757,0.9734243154525757,0.9734243154525757,0.8955427624362629,0.6781811378816719,0.8955427624362629,0.6781811378816719,0.6858407079646017,0.5985915492957746,0.5985915492957746,0.7916666666666666,0.5675675675675675,0.7916666666666666,0.5675675675675675,0.7959183673469388,0.7959183673469388,0.7959183673469388,0.7959183673469388,0.886224232057413
